nan,nan,8.680075407028198242e-03,4.873109981417655945e-02,8.046449720859527588e-02,9.913655370473861694e-02,1.113530993461608887e-01,1.196178793907165527e-01,1.270873844623565674e-01,1.347125470638275146e-01,1.410364359617233276e-01,1.469797194004058838e-01,1.526638269424438477e-01,1.647341549396514893e-01,1.715984344482421875e-01,1.860410422086715698e-01,2.015794962644577026e-01,2.207626998424530029e-01,2.534496486186981201e-01,3.197039365768432617e-01,5.000000000000000000e-01,1.047619104385375977e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,6.238561123609542847e-03,nan,7.460822165012359619e-02,nan,1.073143929243087769e-01,nan,1.247707009315490723e-01,nan,1.368040591478347778e-01,nan,1.485007405281066895e-01,nan,1.614862680435180664e-01,nan,1.855839937925338745e-01,nan,2.208278030157089233e-01,nan,3.204823434352874756e-01,nan,1.045454621315002441e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,5.679031368345022202e-03,4.567493125796318054e-02,7.515861093997955322e-02,9.546353667974472046e-02,1.029539778828620911e-01,1.135123819112777710e-01,1.194384470582008362e-01,1.285717785358428955e-01,1.299927979707717896e-01,1.366371810436248779e-01,1.424520760774612427e-01,1.475666165351867676e-01,1.561030894517898560e-01,1.621054410934448242e-01,1.715374141931533813e-01,1.843044608831405640e-01,1.998981535434722900e-01,2.205585539340972900e-01,2.537739276885986328e-01,3.210295736789703369e-01,5.000000000000000000e-01,1.043478250503540039e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,5.654737353324890137e-03,nan,7.549609243869781494e-02,nan,1.012732833623886108e-01,nan,1.159209311008453369e-01,nan,1.261571645736694336e-01,nan,1.376478224992752075e-01,nan,1.499406397342681885e-01,nan,1.647193133831024170e-01,nan,1.831597834825515747e-01,nan,2.209915667772293091e-01,nan,3.207501769065856934e-01,nan,1.041666865348815918e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,3.459304571151733398e-03,4.427937418222427368e-02,7.289663702249526978e-02,9.311975538730621338e-02,1.022253707051277161e-01,1.103999018669128418e-01,1.165354028344154358e-01,1.228182762861251831e-01,1.238357350230216980e-01,1.301940381526947021e-01,1.330421417951583862e-01,1.391412019729614258e-01,1.433577239513397217e-01,1.475319564342498779e-01,1.551004648208618164e-01,1.626617163419723511e-01,1.726502627134323120e-01,1.843296587467193604e-01,1.994309723377227783e-01,2.214370071887969971e-01,2.549920678138732910e-01,3.212366104125976562e-01,5.000000000000000000e-01,1.039999961853027344e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,2.584631321951746941e-03,nan,7.107567042112350464e-02,nan,9.964857995510101318e-02,nan,1.112025603652000427e-01,nan,1.229888126254081726e-01,nan,1.298963576555252075e-01,nan,1.384505927562713623e-01,nan,1.488175839185714722e-01,nan,1.624883860349655151e-01,nan,1.848304718732833862e-01,nan,2.218346148729324341e-01,nan,3.219235241413116455e-01,nan,1.038461446762084961e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,2.089341403916478157e-03,4.525475203990936279e-02,6.964620202779769897e-02,8.554649353027343750e-02,9.706726670265197754e-02,1.059494689106941223e-01,1.099549233913421631e-01,1.167505010962486267e-01,1.184789538383483887e-01,1.248247027397155762e-01,1.272312104701995850e-01,1.312982439994812012e-01,1.328462362289428711e-01,1.388210952281951904e-01,1.434782296419143677e-01,1.474317014217376709e-01,1.556623429059982300e-01,1.621937155723571777e-01,1.743708997964859009e-01,1.860532164573669434e-01,2.004910856485366821e-01,2.215421795845031738e-01,2.553801834583282471e-01,3.228867948055267334e-01,5.000000000000000000e-01,1.037037014961242676e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,3.359615104272961617e-03,nan,6.749498844146728516e-02,nan,9.691170603036880493e-02,nan,1.079338714480400085e-01,nan,1.183566898107528687e-01,nan,1.248907446861267090e-01,nan,1.319071501493453979e-01,nan,1.388040333986282349e-01,nan,1.461657583713531494e-01,nan,1.631108522415161133e-01,nan,1.849129647016525269e-01,nan,2.241410464048385620e-01,nan,3.222800195217132568e-01,nan,1.035714268684387207e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,2.341325860470533371e-03,4.284748807549476624e-02,6.806994974613189697e-02,8.121708035469055176e-02,9.339400380849838257e-02,1.021505072712898254e-01,1.079697161912918091e-01,1.100181639194488525e-01,1.153598651289939880e-01,1.166508346796035767e-01,1.208699122071266174e-01,1.240008920431137085e-01,1.263201534748077393e-01,1.306565105915069580e-01,1.359313279390335083e-01,1.391216814517974854e-01,1.447351127862930298e-01,1.492817699909210205e-01,1.548075228929519653e-01,1.641121655702590942e-01,1.723188757896423340e-01,1.859630197286605835e-01,1.995932459831237793e-01,2.245633453130722046e-01,2.568883597850799561e-01,3.226086497306823730e-01,5.000000000000000000e-01,1.034482717514038086e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,3.919171635061502457e-03,nan,6.828089803457260132e-02,nan,9.348523616790771484e-02,nan,1.047679111361503601e-01,nan,1.109112575650215149e-01,nan,1.193359270691871643e-01,nan,1.243610531091690063e-01,nan,1.287121921777725220e-01,nan,1.392935067415237427e-01,nan,1.483344137668609619e-01,nan,1.631797105073928833e-01,nan,1.837206929922103882e-01,nan,2.231718450784683228e-01,nan,3.225418031215667725e-01,nan,1.033333420753479004e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
