n,k,avg_rprmax,avg_rppmax
36,4,0.005796813110885653,0.04725483376075935
36,5,0.006570911286100517,0.06461409620771694
36,6,0.006849545162158292,0.07865838200427219
36,7,0.007025815832834741,0.09212221044080729
36,8,0.007099962838295301,0.10452638915752614
36,9,0.007123153814688065,0.1162330757236379
36,10,0.007153392428691817,0.12805837939718803
36,11,0.007155174447354852,0.13935070835897428
36,12,0.007150167894185641,0.15044387191123437
36,13,0.007150162713238482,0.16158264530650926
36,14,0.007175679937064826,0.17329787665865554
36,15,0.007201738339520027,0.18506645286498524
36,16,0.007240124886786106,0.19721965642917536
36,17,0.007290093395122125,0.20979715236403457
36,18,0.00735686146640734,0.2230162224968803
36,19,0.0074370239997129245,0.23684827808794537
36,20,0.0075365615419153735,0.2515603614779574
36,21,0.007653994201343213,0.2671927924858456
36,22,0.007794785854417832,0.28403307089933605
36,23,0.007962380784426884,0.3023252641803917
36,24,0.008160231059583205,0.3223357003305059
36,25,0.00839493446903278,0.3444841892368927
36,26,0.008674379547022243,0.3692892008933087
36,27,0.009011279864190008,0.39753772688410355
36,28,0.009420997899575807,0.43022439463786605
36,29,0.009929360079520994,0.46895212753808035
36,30,0.010573201009357814,0.5160506796343699
36,31,0.011417313326597676,0.5755538017927042
36,32,0.012578646966556282,0.6547563984279346
36,33,0.014300274753102554,0.7688381719900114
36,34,0.017208057471888208,0.9570341575831163
36,35,0.023756744004724096,1.3748905882476052
37,2,0.0006724355964460859,0.00311762135006166
37,4,0.005583916613022911,0.04547894507730969
37,6,0.006678859455933312,0.0766300379160484
37,8,0.0068582718320631415,0.10086775050971133
37,10,0.006894011388093956,0.12328491416062377
37,12,0.006884345121437087,0.14469160728301383
37,14,0.006904038535927875,0.16654728879149963
37,16,0.006951453691027644,0.189129360432163
37,18,0.0070475284630606315,0.21336934780970532
37,20,0.007195674821467846,0.2398585779030893
37,22,0.0074143232345176505,0.2697783268072139
37,24,0.0077201148254871215,0.30446606765560674
37,26,0.00814648670069558,0.3461947780244269
37,28,0.008752221390857044,0.3988440740282923
